transaction_date,amount,description,counterparty
2025-08-18 00:00:00,-4843,Up night matter from during light point.,Flores LLC
2025-08-19 00:00:00,-6735,Form should could budget evening.,"Murillo, Lee and Lopez"
2025-08-15 00:00:00,-6026,Window paper step bring best summer.,James-Conway
2025-08-20 00:00:00,-6819,Drug view item organization hour join everything.,"Alvarez, Edwards and Aguirre"
2025-08-17,10000,Transfer from Account #YYY,Internal Transfer
2025-08-26 00:00:00,-9929,Police idea decade traditional conference.,Sanchez and Sons
2025-08-04 00:00:00,-9283,Trade its ten likely. Eight seem pattern enjoy.,Harding LLC
2025-08-17 00:00:00,-3692,Hot send foot into kitchen.,"Hill, King and Mosley"
2025-08-30 00:00:00,-4076,Concern offer number crime.,Richards-White
2025-08-08 00:00:00,-3641,Give free success carry compare attorney.,"Smith, Murphy and Torres"
2025-08-06 00:00:00,2783.751038354173,Not able per reason return particularly until.,Fields Group
2025-08-11 00:00:00,5192,National next baby number there stand employee.,Stevenson-Ferguson
2025-08-18 00:00:00,-6128,Well three board stuff southern.,"Brown, White and Lee"
2025-08-06 00:00:00,2740,Tough so term subject visit.,Stafford Ltd
2025-08-07 00:00:00,-7487,What with radio politics change exactly staff.,"Perez, Bailey and Park"
2025-08-25 00:00:00,-9440,Guess small state treatment group.,Craig Ltd
2025-08-13 00:00:00,2958,Hit along history try hope picture member test.,Joyce-Benitez
2025-08-11 00:00:00,-9957,Include usually south.,"Elliott, Villarreal and Sosa"
2025-08-21 00:00:00,-29780,Investment follow build security.,Immediate Funding Inc.
2025-08-29 00:00:00,2697,Others southern strategy into behavior move.,"Becker, Hammond and Davidson"
2025-08-04 00:00:00,-9751,Indicate campaign down deal success purpose.,"Elliott, Villarreal and Sosa"
2025-08-10 00:00:00,-9451,Attention trip tree young kid minute.,Jenkins-Hobbs
2025-08-19 00:00:00,-3073,Role determine evidence. Time key out.,Townsend-Hale
2025-08-22 00:00:00,1804,Unit sort candidate later why agent indeed.,Murray-Chavez
2025-08-25 00:00:00,465,System soon democratic laugh character.,Bauer Inc
2025-08-01 00:00:00,-5911,Rich his economy about against. Help able group.,"Hernandez, Diaz and Hamilton"
2025-08-07 00:00:00,-8325,Hold film fall film hotel.,Archer and Sons
2025-08-23 00:00:00,-7841,Best gun between.,Diaz-Schaefer
2025-08-17 00:00:00,2983,Go sister old already affect for.,Smith Inc
2025-08-04 00:00:00,-9746,Cause although you take value call training.,Rodriguez-Vega
2025-08-09 00:00:00,-3053,Board dark rate hard decision really weight.,Greene-Sims
2025-08-14 00:00:00,-8063,Have check quality everyone benefit fill.,Stevenson-Ferguson
2025-08-23 00:00:00,9366,Wrong though small.,Mccullough Inc
2025-08-05 00:00:00,-8449,Price face grow upon you kitchen issue first.,"Elliott, Villarreal and Sosa"
2025-08-12 00:00:00,-5617,Training way price child trip owner week nature.,Miller-Cole
2025-08-28 00:00:00,8302,Something itself threat.,"Webster, Garza and Abbott"
2025-08-18 00:00:00,-9505,Low political oil maybe rise quite buy.,Gonzalez-Holmes
2025-08-20 00:00:00,-7480,Reality brother away start political.,"Phillips, Gutierrez and Davidson"
2025-08-19 00:00:00,9103,Require peace miss system.,"Ferguson, Montgomery and Jackson"
2025-08-16 00:00:00,-1103,Exactly human she bar growth main natural.,"Schmidt, Fuller and Johnson"
2025-08-02 00:00:00,9185,View security much cover how their.,Hardin Inc
2025-08-23 00:00:00,-7880,Hair short oil firm agent road.,Jenkins-Hobbs
2025-08-30 00:00:00,9897,Economic my among everybody likely.,"Cooper, Morgan and Miller"
2025-08-23 00:00:00,1282,Movement child morning rest person art.,Alvarado LLC
2025-08-03 00:00:00,79,Amount analysis than inside need.,Ortiz-Smith
2025-08-12 00:00:00,-9999,Talk more voice side free security.,Stafford Ltd
2025-08-11 00:00:00,-28815,Wrong decision power among trade although quite.,Cash Advance Inc.
2025-08-04 00:00:00,3087,Quite teacher traditional.,"Cooper, Morgan and Miller"
2025-08-05 00:00:00,-3297,Technology employee show open line.,"Day, Campbell and Taylor"
2025-08-01 00:00:00,-7624,Skill teach anything remain indeed word.,Gould Ltd
2025-08-25 00:00:00,3268,Determine believe sport artist.,Jones-Taylor
2025-08-08 00:00:00,1505,Minute risk official yourself before whom.,Harrison Inc
2025-08-20 00:00:00,-7084,Before hear course option stay work bed power.,"Casey, Gonzalez and Jenkins"
2025-08-18 00:00:00,-706.5243856932576,Increase environmental laugh marriage five color.,Rasmussen Group
2025-08-27 00:00:00,-7098,Store own employee nearly throw morning.,Colon Ltd
2025-08-05 00:00:00,1302,Magazine both lay less quickly standard test.,"Webb, Price and Jimenez"
2025-08-22 00:00:00,-5568,Security debate teach.,Harding LLC
2025-08-09 00:00:00,-9976,Speech house kid interview house.,Sanchez-Rodgers
2025-08-03 00:00:00,3959,Watch under part catch offer bring.,Rodriguez-Vega
2025-08-22 00:00:00,-9288,Official yourself us local play environment.,"Brooks, Thompson and Alexander"
2025-08-27 00:00:00,-3412,Note body make interview bank friend maybe.,"Spencer, Morgan and Diaz"
2025-08-20 00:00:00,-7263,Understand across rise expect foot five this.,"Murillo, Lee and Lopez"
2025-08-01 00:00:00,-7343,Young when community indicate from attack today.,Harvey Group
2025-08-15 00:00:00,4173.928167152932,Race religious account that surface environment.,Mitchell-Hudson
2025-08-22 00:00:00,-5348,Should explain believe area artist despite.,Stewart-Fitzpatrick
2025-08-28 00:00:00,-4846,Across add surface food my.,Trujillo-Thomas
2025-08-11 00:00:00,-3344,Already single rock not attack why usually.,Howell PLC
2025-08-06 00:00:00,-1295,Tv father believe.,Howell LLC
2025-08-19 00:00:00,-7568,Others stand baby ground officer brother.,Flores LLC
2025-08-18 00:00:00,7488,Rich build true help option very face.,Cohen Group
2025-08-03 00:00:00,-1224,Almost box country sound so task.,Aguilar Group
2025-08-09 00:00:00,-4889,Somebody three last born individual certain.,Fields Group
2025-08-15 00:00:00,4284,Month culture hair prevent. It follow heart.,Duncan PLC
2025-08-23 00:00:00,-5051.027433440028,Majority management deal picture.,"Chavez, Conway and Sosa"
2025-08-14 00:00:00,7263,Put themselves threat. Kind stage view state new.,Brown and Sons
2025-08-21 00:00:00,-29998,Hour affect would only director improve suddenly.,Immediate Funding Inc.
2025-08-10 00:00:00,1591,Series interview listen too couple.,Sanchez-Rodgers
2025-08-23 00:00:00,2414,Each sense across again.,"Day, Campbell and Taylor"
2025-08-02 00:00:00,-4566,Gas painting customer get her why technology.,"Webb, Price and Jimenez"
2025-08-06 00:00:00,686,Consumer growth continue themselves police.,"Brown, Brooks and Jackson"
2025-08-16 00:00:00,-4812,Action continue star. Only free increase.,Miller and Sons
2025-08-25 00:00:00,-9624,Purpose early safe its final add.,Guzman LLC
2025-08-17 00:00:00,-9486,Probably he necessary certainly same get.,Moore PLC
2025-08-16 00:00:00,-6319,Turn appear this pull official.,Ramos PLC
2025-08-26 00:00:00,-9943,Themselves several also arm improve model.,Lee-Ramirez
2025-08-15 00:00:00,4954.997452248087,Hotel vote some such.,Sanchez-Rodgers
2025-08-24 00:00:00,2778.1568334191106,Tend party ball.,Mcfarland-Kelley
2025-08-06 00:00:00,-6614,Range without step appear.,"Jenkins, Gonzalez and Morgan"
2025-08-01 00:00:00,-7353,See amount Congress.,"Webster, Garza and Abbott"
2025-08-25 00:00:00,3944,Perhaps sense own sing article box movie occur.,Hughes Ltd
2025-08-21 00:00:00,-9085,Direction indeed explain cold high single really.,Navarro Inc
2025-08-10 00:00:00,2048,Blood type everyone. Better together phone.,Peterson LLC
2025-08-16 00:00:00,-4317,Candidate ahead character subject movie.,Smith-Allen
2025-08-28 00:00:00,-30000,Green station down.,Cash Advance Inc.
2025-08-22 00:00:00,-5482,Bed television land stay.,Cochran-Browning
2025-08-05 00:00:00,-6923,Hand media letter. Star guy as two write.,Marquez PLC
2025-08-24 00:00:00,1789,Tough animal of prevent market.,"Lee, Roth and Erickson"
2025-08-28 00:00:00,5770.407231918666,Never message share of later.,Mcfarland-Kelley
2025-08-10 00:00:00,7084,Feeling outside hair represent red.,Martin Ltd
2025-08-09 00:00:00,-9757,Fill arm peace line nation determine.,Nixon LLC
2025-08-03 00:00:00,3816,Throw total short world rule make.,Gomez Group
2025-08-05 00:00:00,-9995,Especially be ask push would white lay.,Carter Ltd
2025-08-27 00:00:00,2990,Professor full gas similar approach cup strategy.,Harrison Inc
2025-08-18 00:00:00,-9938,Moment couple add notice chair.,"Cooper, Morgan and Miller"
2025-08-07 00:00:00,2826,Painting environment policy human myself.,"Brown, White and Lee"
2025-08-17 00:00:00,-309.63374151699105,Clearly discussion surface pay across.,Juarez Group
2025-08-07 00:00:00,-4348.048691425116,Nice raise maybe within interesting value.,Barrera Group
2025-08-02 00:00:00,-8283,Positive age agreement fly become.,Reeves Group
2025-08-01 00:00:00,-4225,Bag send focus worry city.,Clark Ltd
2025-08-15 00:00:00,-2976,Success set reason style.,"Chavez, Conway and Sosa"
2025-08-03 00:00:00,-9871,How feel off science good able half tend.,Graves Ltd
2025-08-13 00:00:00,-1701,Remain help during. Along eight office tree whom.,Simmons LLC
2025-08-11 00:00:00,-3158,Blue some pressure sit trial discover.,Howell PLC
2025-08-22 00:00:00,-9021,Central indicate their fast camera.,Trujillo-Thomas
2025-08-12 00:00:00,4340,Have memory support individual.,Marquez PLC
2025-08-02 00:00:00,8303,Find idea why so school peace.,Gould Ltd
2025-08-14 00:00:00,-6402,Different father white sort stage whole.,Gonzalez-Holmes
2025-08-25 00:00:00,-3655,Condition this leave discussion cover.,Gonzalez-Holmes
2025-08-13 00:00:00,-8993,Class future research west then blood everything.,"Lucero, Vaughn and Mckee"
2025-08-21 00:00:00,-2302.9715821322407,Cost student treatment similar she return you.,Aguilar Group
2025-08-21 00:00:00,-5371,Range suffer fast side happy doctor be.,"Miller, Hayes and Davis"
2025-08-30 00:00:00,7163,Agreement here garden food Congress.,"Strong, Johnson and Flores"
2025-08-28 00:00:00,-4262,Direction manager different else.,"Schmidt, Fuller and Johnson"
2025-08-07 00:00:00,-7316,Top quite carry week task.,Heath-Andersen
2025-08-22 00:00:00,-3093,Less nearly us remain.,Clark Ltd
2025-08-04 00:00:00,-9263,Career argue medical wait decision.,Alvarado LLC
2025-08-04 00:00:00,-6623,Sense first fear either street should chance.,Stewart-Fitzpatrick
2025-08-29 00:00:00,2501,Development chair tonight skin.,Greene-Sims
2025-08-20 00:00:00,7590,Military me move around claim defense.,"Duarte, Lee and Matthews"
2025-08-01 00:00:00,-9613,Us chance month well usually learn scientist.,Keller PLC
2025-08-21 00:00:00,-9991,Animal window station way.,Harding LLC
2025-08-02 00:00:00,-9971,Traditional stand turn method bar.,Haney Ltd
2025-08-09 00:00:00,-2488,Compare enjoy dark everyone whole way.,"Suarez, Walker and Mitchell"
2025-08-05 00:00:00,-4132,School town its southern teach recent today.,"Casey, Gonzalez and Jenkins"
2025-08-21 00:00:00,-6891,Feel occur decade benefit.,Juarez Group
2025-08-13 00:00:00,-3592,Up table relationship final wind.,Sanchez and Sons
2025-08-13 00:00:00,9846,Do hear rich apply project.,Ford-Morgan
2025-08-23 00:00:00,9714,Clearly live cold enough direction.,Navarro Inc
2025-08-09 00:00:00,6262.091425589467,Ok color nor believe.,"Clark, Bradley and Jackson"
2025-08-24 00:00:00,-4546,Fly size with. Front class born economy life.,Garza-Brown
2025-08-10 00:00:00,-762,Try his test plant list.,Dennis-Vargas
2025-08-29 00:00:00,-29835,Truth range simple theory my her of carry.,Quick Loan Inc.
2025-08-04 00:00:00,-2320,Share writer foreign response cut.,Harding LLC
2025-08-27 00:00:00,9522,Blue degree rest thus game wonder.,Townsend-Hale
2025-08-27 00:00:00,-9347,Add forward big turn significant.,Hughes Ltd
2025-08-13 00:00:00,-7918,Article decade assume begin hold despite society.,"Hammond, Bates and Gordon"
2025-08-04 00:00:00,-5052,Station leg by thing building.,"Allen, Smith and Zamora"
2025-08-03 00:00:00,6282,Sound culture would under decision voice above.,"Gutierrez, Martin and Lee"
2025-08-22 00:00:00,-4783,Successful police line door direction.,Pineda-Newman
2025-08-14 00:00:00,4777,Large my eat development stand.,"Nicholson, Walker and Adams"
2025-08-19 00:00:00,-6499,One Congress land reflect.,"Santos, Huang and Woods"
2025-08-26 00:00:00,6357,Base people own structure.,Smith-Allen
2025-08-25 00:00:00,-1112,Act ten create play grow dream ten.,Tran-Burns
2025-08-02 00:00:00,9349,Find she bit.,Snyder Ltd
2025-08-29 00:00:00,-9745,Plant very southern writer participant these TV.,Price-Dominguez
2025-08-09 00:00:00,-3510,Say challenge thing month issue board.,Joseph LLC
2025-08-16 00:00:00,-9091,Above small real deal car.,Williams and Sons
2025-08-14 00:00:00,-5362,Moment loss how again land arrive operation sea.,Smith-Obrien
2025-08-04 00:00:00,-3199,Well month individual same.,Jennings-Hughes
2025-08-10 00:00:00,-2012,Per whatever beat house specific.,"Terry, Torres and Hall"
2025-08-21 00:00:00,-3749,Offer someone policy too hundred the beyond.,"Day, Campbell and Taylor"
2025-08-23 00:00:00,-2509,Law style task ball yard fish each.,"Elliott, Villarreal and Sosa"
2025-08-02 00:00:00,-9222,Follow individual none investment seat nation.,"Huang, Johnson and Anderson"
2025-08-03 00:00:00,-8167,Should eye career base enough ground.,Jones-Harris
2025-08-19 00:00:00,-1609.1629908923644,Hear lay prepare speech alone tax.,Reeves Group
2025-08-15 00:00:00,-29989,Budget common stage action.,Payday Solutions Inc.
2025-08-18 00:00:00,-1082,Indeed drug music animal much.,Simmons LLC
2025-08-16 00:00:00,3228,Trade region contain red ahead light.,"Nash, Mueller and Russell"
2025-08-26 00:00:00,-8414,List character table picture human.,"Marks, Hartman and Rodriguez"
2025-08-04 00:00:00,-7755.31605149752,Lawyer white miss next their herself.,Williams-Smith
2025-08-12 00:00:00,-5176.941271328058,Near new traditional full reduce.,Peterson LLC
2025-08-06 00:00:00,-2826.7761578272375,Side cup follow indeed.,Clements PLC
2025-08-18 00:00:00,-9038,Hot wind well reason.,Johnson-Garcia
2025-08-04 00:00:00,-9989,Building must least glass.,Rubio and Sons
2025-08-15 00:00:00,-7766,Enter many significant hear evening expert dream.,Hardin Inc
2025-08-09 00:00:00,1076,Science west herself guy new.,Brooks-Parker
2025-08-20 00:00:00,-8687,Thousand threat from baby month store save.,Mccullough Inc
2025-08-03 00:00:00,-4923,Effort present fire employee back despite.,Barrera Group
2025-08-03 00:00:00,-9990,Enjoy history too friend.,Massey-Perry
2025-08-29 00:00:00,9870,Design brother daughter specific.,White-Ramos
2025-08-25 00:00:00,5511,Director parent place believe begin vote tax.,"Miller, Wade and Flores"
2025-08-01 00:00:00,-7787,It drop couple stage real page.,Waller Ltd
2025-08-20 00:00:00,1676,Several Mr land relationship sell.,"Day, Campbell and Taylor"
2025-08-01 00:00:00,-34029.99913091808,Including real economy meeting. Full air onto.,Quick Loan Inc.
2025-08-17 00:00:00,4434,Individual sense view professor.,Thomas-Rodriguez
2025-08-11 00:00:00,2079,Young accept score whose space guy industry.,Flores LLC
2025-08-17 00:00:00,-1463,Result other network it determine tree sell.,Pineda-Newman
2025-08-07 00:00:00,-7075,Mission small image fund artist employee top use.,"Duarte, Lee and Matthews"
2025-08-22 00:00:00,716,Road behavior turn strong.,Evans-Burns
2025-08-05 00:00:00,-9979,Early whatever participant fast.,"Shah, Thomas and Ryan"
2025-08-14 00:00:00,-9023,Size more talk quickly.,"Carpenter, Burton and Oneal"
2025-08-07 00:00:00,-7753,Among it receive hotel trial nature.,"Marks, Hartman and Rodriguez"
2025-08-29 00:00:00,3582.7415725983815,Vote wife bad off despite attention relationship.,Smith Inc
2025-08-25 00:00:00,-8152.796836809946,Perhaps eat onto political modern.,Keller PLC
2025-08-21 00:00:00,-6337,Door doctor true page professional new.,Horne Group
2025-08-14 00:00:00,4124.989727837701,Large my eat development stand.,"Nicholson, Walker and Adams"
2025-08-01 00:00:00,-4188,Nearly out begin newspaper green.,White-Ramos
2025-08-15 00:00:00,-8551,Safe but too situation.,Smith-Brown
2025-08-17 00:00:00,8018,Six understand rather daughter.,Davis PLC
2025-08-17 00:00:00,-1105,Bag fill number enter.,White-Ramos
2025-08-02 00:00:00,-9992,Might recent real myself relationship life.,Buchanan Inc
2025-08-21,-47915,Transfer to Account #XXX,Internal Transfer
2025-08-18 00:00:00,-4056,Card boy position lay.,Craig Ltd
2025-08-20 00:00:00,7696,Admit truth reduce outside base while.,"King, Webster and Brown"
2025-08-13 00:00:00,8236,Learn nature hair involve sea within.,"Stone, Mccullough and Jimenez"
